time(s),delay(ms)
3.6165599999999998,47.769
3.616586,47.782
3.616597,47.78
3.616616,47.786
3.616626,46.941
3.616644,46.926
3.616653,46.902
3.6166709999999997,46.888
3.6166799999999997,46.861
3.617623,47.769
3.6176500000000003,47.758
3.617676,47.751
3.617687,47.729
3.617705,47.714
3.617715,47.69
3.6177330000000003,47.676
3.617743,47.653
3.617761,47.637
3.6187080000000003,48.57
3.618737,48.587
3.6187489999999998,48.585
3.6187739999999997,48.596
3.6187840000000002,48.592
3.6188029999999998,48.598
3.6188130000000003,48.594
3.618831,48.599
3.6188409999999998,48.595
3.6188580000000004,48.598
3.6198249999999996,49.552
3.619857,49.571
3.6198699999999997,49.571
3.619894,49.576
3.7060340000000003,46.571
3.70608,46.573
3.70609,46.548
3.706099,46.519
3.706107,46.492
3.706135,46.485
3.706154,46.47
3.706169,46.452
3.706191,46.44
3.706208,46.424
3.7062269999999997,46.41
3.7062440000000003,46.393
3.706261,46.378
3.706279,46.364
3.706296,46.349
3.706312,46.332
3.706353,46.338
3.706372,46.323
3.70639,46.306
3.707446,47.317
3.7074740000000004,47.305
3.7075,47.294
3.7075189999999996,47.28
3.707538,47.265
3.707556,47.238
3.707573,47.222
3.707605,47.221
3.707623,47.227
3.70764,47.231
3.708536,48.113
3.708564,48.108
3.70859,48.101
3.70861,48.078
3.708628,48.068
3.7086460000000003,48.057
3.708663,48.047
3.708681,48.038
3.708699,48.028
3.709622,48.92
3.7096489999999998,48.937
3.7096750000000003,48.952
3.709695,48.961
3.7097130000000003,48.968
3.709731,48.975
3.709749,48.982
3.709766,48.988
3.7097849999999997,48.996
3.7098020000000003,49.002
3.710714,49.902
3.710743,49.921
3.71077,49.937
3.71079,49.946
3.710807,49.951
3.710825,49.958
3.7108429999999997,49.965
3.710861,49.972
3.710878,49.978
3.7118,50.889
3.711826,50.904
3.711852,50.918
3.711872,50.927
3.71189,50.934
3.7119079999999998,50.94
3.7119250000000004,50.945
3.711943,50.952
3.7119609999999996,50.959
3.711978,50.966
3.712888,51.866
3.7129149999999997,51.884
3.712941,51.901
3.712967,51.918
3.712987,51.929
3.713005,51.937
3.713023,51.944
3.71304,51.952
3.7130569999999996,51.959
3.7139729999999997,52.453
3.713999,52.43
3.714025,52.418
3.714044,52.399
3.7140619999999998,52.404
3.71408,52.408
3.714097,52.411
3.7141149999999996,52.415
3.714133,52.419
3.71415,52.422
3.715061,53.319
3.715089,53.334
3.715116,53.348
3.715127,53.345
3.7151460000000003,53.351
3.715155,53.346
3.715174,52.526
3.715183,52.497
3.715201,52.485
3.7152109999999996,52.469
3.715229,52.46
3.715238,52.457
3.7152559999999997,52.463
3.715265,52.459
3.715283,52.465
3.715292,52.462
3.71531,52.468
3.715319,52.465
3.715337,52.469
3.7161750000000002,53.293
3.716202,53.306
3.716214,53.304
3.7162379999999997,53.315
3.716248,53.312
3.7162669999999998,53.317
3.716277,53.314
3.716295,52.546
3.716304,52.519
3.716323,52.501
3.718264,54.403
3.718292,54.395
3.7183040000000003,54.392
3.7183409999999997,54.414
3.7183539999999997,54.413
3.718373,54.418
3.718382,54.413
3.7184,54.418
3.71841,54.414
3.718428,54.42
3.7184369999999998,54.418
3.718455,54.425
3.718464,54.423
3.718482,54.43
3.7184909999999998,54.428
3.718509,54.434
3.7185189999999997,53.681
3.718536,53.661
3.718546,53.636
3.7193780000000003,54.434
3.719405,54.423
3.719431,54.437
3.719442,54.436
3.71946,54.442
3.71947,54.441
3.7194879999999997,54.448
3.719498,54.447
3.719515,54.454
3.720454,55.381
3.720469,55.384
3.7204789999999996,55.382
3.720499,55.39
3.720509,55.389
3.720527,55.395
3.720536,55.392
3.720554,55.399
3.7205630000000003,55.396
3.720581,54.616
3.721548,55.546
3.7215659999999997,55.55
3.721576,55.548
3.721597,55.558
3.721607,55.557
3.721625,55.565
3.721634,55.563
3.799899,46.802
3.799953,46.81
3.799964,46.791
3.799973,46.76
3.7999810000000003,46.732
3.8000100000000003,46.732
3.800029,46.715
3.8000369999999997,46.685
3.800046,46.666
3.800063,46.648
3.801034,47.586
3.8010610000000002,47.585
3.801072,47.562
3.80108,47.537
3.8011019999999998,47.531
3.80112,47.516
3.801137,47.499
3.801153,47.487
3.801169,47.471
3.801186,47.454
3.8012040000000002,47.459
3.801221,47.464
3.8012379999999997,47.467
3.801256,47.47
3.801273,47.473
3.80129,47.477
3.801307,47.48
3.801325,47.485
3.801342,47.488
3.8021570000000002,48.289
3.802183,48.302
3.802209,48.314
3.802228,48.32
3.8022460000000002,48.324
3.802264,48.328
3.802281,48.332
3.802299,48.336
3.802328,48.353
3.803243,49.257
3.80327,49.271
3.803296,49.286
3.803317,49.295
3.803335,49.187
3.803352,49.173
3.8033699999999997,49.147
3.803388,49.142
3.803405,49.134
3.8034229999999996,49.125
3.804332,50.021
3.80436,50.024
3.8043850000000003,50.027
3.804404,50.032
3.804436,50.05
3.8044540000000002,50.045
3.804471,50.053
3.8044890000000002,50.06
3.804506,49.229
3.804524,49.222
3.805421,50.09
3.8054479999999997,50.092
3.8054740000000002,50.081
3.805493,50.069
3.805511,50.044
3.805528,50.033
3.8055459999999997,50.017
3.8055630000000003,50.006
3.805581,49.991
3.806508,50.89
3.806625,50.974
3.806655,50.976
3.806674,50.962
3.806692,50.947
3.80671,50.937
3.806728,50.922
3.806745,50.912
3.806763,50.918
3.806781,50.922
3.807596,51.722
3.807623,51.735
3.807649,51.748
3.807667,51.751
3.8076849999999998,51.755
3.807703,51.76
3.807721,51.764
3.8077379999999996,51.767
3.807756,51.771
3.808685,52.687
3.808713,52.703
3.808739,52.717
3.8087579999999996,52.725
3.808776,52.732
3.808793,52.738
3.808811,52.745
3.8088290000000002,52.75
3.808848,52.448
3.808865,52.437
3.809776,53.313
3.809803,53.311
3.809828,53.303
3.8098470000000004,53.294
3.809865,53.278
3.8098829999999997,53.268
3.809901,53.252
3.809919,53.257
3.8099369999999997,53.263
3.8101469999999997,53.459
3.810174,53.473
3.810184,53.47
3.810192,53.464
3.810213,53.471
3.810232,53.477
3.810248,53.48
3.810269,53.488
3.8102869999999998,53.492
3.810304,52.775
3.811263,53.706
3.8112820000000003,53.691
3.8113029999999997,53.683
3.811321,53.664
3.811338,53.651
3.8113560000000004,53.634
3.811373,53.617
3.811391,53.622
3.8114079999999997,53.627
3.812355,54.561
3.81238,54.572
3.812405,54.584
3.812424,54.59
3.812442,54.594
3.81246,54.598
3.812478,53.867
3.8124949999999997,53.85
3.812513,53.841
3.812531,53.826
3.81348,54.76
3.813507,54.774
3.8135320000000004,54.788
3.813551,54.795
3.81356,54.792
3.8135770000000004,54.797
3.813594,53.861
3.813611,53.852
3.813628,53.835
3.813643,53.824
3.814598,54.741
3.814626,54.756
3.8146370000000003,54.754
3.814645,54.75
3.814668,54.761
3.8146869999999997,54.768
3.814708,54.776
3.8147260000000003,54.78
3.8147420000000003,53.891
3.815715,54.838
3.815742,54.83
3.815752,54.813
3.815761,54.785
3.8157829999999997,54.754
3.815808,54.736
3.815827,54.727
3.8158440000000002,54.729
3.815862,54.735
3.815879,54.74
3.816832,55.681
3.816859,55.695
3.816869,55.693
3.816878,55.689
3.816899,55.698
3.8169180000000003,54.931
3.8169340000000003,54.912
3.816951,54.89
3.816969,54.87
3.817939,55.812
3.817957,55.792
3.8179659999999997,55.766
3.817975,55.75
3.817993,55.741
3.818011,55.731
3.818028,55.735
3.818046,55.741
3.818063,55.732
3.81808,55.731
3.82005,57.686
3.8200790000000002,57.701
3.82009,57.698
3.820115,57.71
3.820134,57.715
3.820152,57.721
3.820169,57.726
3.820185,57.729
3.820202,57.733
3.8202190000000003,57.737
3.820236,57.741
3.820246,57.738
3.8202629999999997,57.741
3.8202730000000003,57.738
3.82029,57.743
3.8203,57.74
3.820317,57.744
3.8203270000000003,57.741
3.820344,57.744
3.820354,57.741
3.820371,57.744
3.820381,57.74
3.820398,57.745
3.820408,57.742
3.820425,57.27
3.820435,57.245
3.8204520000000004,57.228
3.820462,57.201
3.8212260000000002,57.929
3.821244,57.933
3.821265,57.942
3.821275,57.94
3.8212930000000003,57.944
3.821303,57.941
3.8213209999999997,57.946
3.8213310000000003,57.942
3.821348,57.945
3.821358,57.942
3.822345,58.916
3.8223730000000002,58.93
3.8224,58.945
3.8224099999999996,58.943
3.8224180000000003,58.938
3.822426,58.932
3.822445,58.938
3.822462,58.942
3.82248,57.759
3.822489,57.733
3.82347,58.685
3.8234969999999997,58.678
3.8235230000000002,58.67
3.823533,58.645
3.823551,58.629
3.823561,58.611
3.823578,58.594
3.823587,58.585
3.823604,58.589
3.8255790000000003,60.553
3.825604,60.567
3.825615,60.567
3.825638,60.579
3.825648,60.578
3.825657,60.575
3.825665,60.57
3.8256819999999996,60.575
3.8257,60.581
3.825716,60.586
3.825726,60.584
3.825743,60.588
3.825753,60.586
3.82577,60.591
3.825779,60.589
3.825797,60.595
3.825806,60.592
3.8258229999999998,60.597
3.8258330000000003,60.595
3.826739,61.49
3.826767,61.506
3.826794,61.521
3.826804,61.518
3.826823,61.525
3.826832,61.013
3.82685,60.994
3.82686,60.975
3.826877,60.957
3.826886,60.932
3.827854,61.887
3.8278809999999996,61.902
3.827907,61.914
3.827917,61.911
3.8279360000000002,61.917
3.827945,61.915
3.827963,61.922
3.827973,61.921
3.827991,61.928
3.828967,62.893
3.8289940000000002,62.907
3.8290059999999997,62.907
3.829029,62.918
3.8290390000000003,62.917
3.829058,62.924
3.8290680000000004,62.922
3.829085,62.165
3.8290949999999997,62.139
3.8291120000000003,62.126
3.831077,64.056
3.831108,64.05
3.831124,64.053
3.831133,64.05
3.831158,64.062
3.8311770000000003,64.07
3.831186,64.068
3.8312049999999997,64.075
3.831214,64.072
3.8312310000000003,64.077
3.831241,64.075
3.8312579999999996,64.08
3.831267,64.077
3.831285,64.083
3.8312939999999998,64.08
3.831312,64.086
3.831321,64.081
3.831339,64.086
3.8313479999999998,63.286
3.831365,63.267
3.831375,63.264
3.8313919999999997,63.27
3.831401,63.269
3.831419,63.276
3.831428,63.274
3.831445,63.279
3.831455,63.276
3.831472,63.282
3.831481,63.279
3.832249,64.036
3.855781,46.881
3.8558220000000003,46.904
3.85584,46.913
3.892612,45.847
3.892654,45.858
3.893757,45.863
3.8938260000000002,45.907
3.893851,45.915
3.893886,45.928
3.893905,45.929
3.894937,46.94
3.894997,46.978
3.895022,46.986
3.895061,47.009
3.89508,47.008
3.895096,47.008
3.895114,47.008
3.8951309999999997,47.003
3.895149,47.002
3.895167,47.003
3.896027,47.843
3.896057,47.855
3.896073,47.855
3.8961080000000003,47.87
3.896134,47.886
3.8961509999999997,47.896
3.896169,47.19
3.896186,47.182
3.896204,47.181
3.896221,47.177
3.896239,47.177
3.896257,47.179
3.896274,47.176
3.896292,47.185
3.896309,47.194
3.8963270000000003,46.236
3.896344,46.228
3.896362,46.229
3.89638,46.225
3.897145,46.973
3.897174,46.986
3.89721,47.001
3.8972350000000002,47.008
3.897253,47.009
3.8972710000000004,47.005
3.897288,47.012
3.897306,47.021
3.8973240000000002,46.134
3.898232,47.012
3.8982609999999998,46.999
3.8982979999999996,47.018
3.89834,47.045
3.898363,47.048
3.8983809999999997,47.056
3.8983980000000003,47.064
3.898416,46.064
3.898433,46.056
3.898451,46.056
3.899323,46.907
3.8993510000000002,46.918
3.8993870000000004,46.938
3.899417,46.949
3.8994389999999997,46.953
3.899457,46.954
3.899475,46.952
3.899493,46.952
3.8995100000000003,46.954
3.900423,47.846
3.9004540000000003,47.859
3.9004920000000003,47.88
3.9005199999999998,47.886
3.90054,47.888
3.900558,47.897
3.900575,47.118
3.900592,47.11
3.9006089999999998,47.109
3.9006260000000004,47.105
3.9025410000000003,49.003
3.902569,49.015
3.902603,49.028
3.902628,49.034
3.902647,49.044
3.902665,48.096
3.902682,48.084
3.902699,48.069
3.902717,48.069
3.9027350000000003,48.071
3.902752,48.068
3.90277,48.069
3.902787,48.07
3.902805,48.068
3.902822,48.076
3.902843,48.089
3.902871,47.176
3.902898,47.179
3.9029279999999997,47.177
3.903991,48.223
3.904021,48.237
3.9040529999999998,48.249
3.904072,48.251
3.90409,48.261
3.9041069999999998,47.221
3.904125,47.214
3.904143,47.214
3.90416,47.209
3.904178,47.21
3.904195,47.202
3.9042130000000004,47.199
3.904238,47.207
3.9042559999999997,47.209
3.9042730000000003,45.91
3.90429,45.899
3.9043110000000003,45.902
3.904329,45.898
3.904347,45.898
3.9051060000000004,46.641
3.905135,46.648
3.9051709999999997,46.667
3.905193,46.672
3.905211,46.67
3.905229,46.668
3.905253,46.658
3.905272,46.613
3.9052890000000002,46.594
3.9053069999999996,46.591
3.906234,47.5
3.906264,47.508
3.9062959999999998,47.531
3.9063220000000003,47.549
3.9063429999999997,47.561
3.906361,47.572
3.906378,46.89
3.906402,46.889
3.9064200000000002,46.89
3.9073350000000002,47.784
3.907365,47.796
3.907398,47.814
3.9074180000000003,47.813
3.907436,47.81
3.907453,47.818
3.90747,47.826
3.907488,46.867
3.907505,46.859
3.9075230000000003,46.861
3.909449,48.766
3.909476,48.776
3.909486,48.762
3.9094949999999997,48.749
3.909522,48.767
3.909549,48.787
3.9095790000000004,47.875
3.909599,47.875
3.9096149999999996,47.875
3.909633,47.872
3.90965,47.872
3.909666,47.871
3.9096819999999997,47.826
3.9096990000000003,47.822
3.909716,47.83
3.909733,46.891
3.9097489999999997,46.879
3.9097649999999997,46.864
3.9097820000000003,46.863
3.910593,47.658
3.910623,47.667
3.910665,47.701
3.910691,47.72
3.91071,46.731
3.910727,46.734
3.910745,46.744
3.911693,46.518
3.911708,46.508
3.9117319999999998,46.515
3.911761,46.521
3.911783,46.526
3.911801,46.527
3.9118180000000002,46.523
3.911835,46.532
3.9118530000000002,46.543
3.913813,46.491
3.91384,46.491
3.913865,46.498
3.913884,46.496
3.913903,46.498
3.913932,46.504
3.9139589999999997,46.508
3.913979,46.512
3.913996,46.507
3.914929,47.418
3.914957,47.428
3.9149830000000003,47.433
3.915007,47.435
3.915036,47.447
3.915062,47.451
3.9150880000000003,47.454
3.915106,47.454
3.915123,47.449
3.915141,47.444
3.916045,48.331
3.916072,48.349
3.916097,48.365
3.916116,48.376
3.9161439999999996,48.396
3.9161729999999997,48.416
3.9161930000000003,48.429
3.9162109999999997,48.439
3.9162280000000003,48.449
3.916245,48.457
3.916263,48.468
3.91628,48.477
3.916298,48.488
3.916315,48.497
3.9163319999999997,48.506
3.91635,48.517
3.916367,47.976
3.916384,47.961
3.916402,47.96
3.917188,48.724
3.917215,48.73
3.9172510000000003,48.757
3.917279,48.778
3.917299,48.792
3.917316,48.801
3.917333,48.812
3.917351,48.821
3.9173679999999997,48.831
3.918302,48.754
3.918361,48.783
3.918378,48.779
3.9183980000000003,48.777
3.9194,49.771
3.9194319999999996,49.796
3.919466,49.823
3.919488,49.838
3.919507,49.851
3.919524,49.861
3.919541,47.897
3.919559,47.885
3.919576,47.878
3.919593,47.874
3.9196109999999997,47.874
3.9196280000000003,47.87
3.919645,47.865
3.919663,47.864
3.91968,47.862
3.919697,47.869
3.92052,48.685
3.920551,48.707
3.920582,48.729
3.920601,48.703
3.9206190000000003,48.706
3.920637,48.717
3.920655,48.728
3.920672,47.929
3.92069,47.927
3.9216309999999996,48.848
3.9216529999999996,48.848
3.921678,48.857
3.921696,48.867
3.921713,48.877
3.9217310000000003,48.888
3.921748,48.899
3.921766,47.887
3.921783,47.872
3.9218,47.87
3.922738,48.786
3.922761,48.8
3.922784,48.816
3.922803,48.828
3.92282,48.838
3.922838,48.85
3.922855,47.861
3.922872,47.861
3.9228899999999998,47.871
3.9238519999999997,47.677
3.923878,47.677
3.9239029999999997,47.678
3.923922,47.681
3.92394,47.691
3.9239580000000003,47.702
3.923976,47.713
3.923993,47.723
3.925974,47.503
3.926003,47.492
3.9260390000000003,47.51
3.926067,47.514
3.926091,47.516
3.926109,47.516
3.926126,47.513
3.926143,47.508
3.92616,47.508
3.926177,47.502
3.9261950000000003,47.484
3.926212,47.483
3.926237,47.487
3.9262550000000003,47.482
3.926272,47.481
3.92629,47.491
3.926307,47.501
3.9263380000000003,47.524
3.926358,47.537
3.926375,47.545
3.926392,47.554
3.9264099999999997,47.564
3.9264270000000003,47.572
3.926444,47.582
3.926462,47.592
3.9264789999999996,47.601
3.926496,47.611
3.926514,47.621
3.92714,48.24
3.927171,48.264
3.9478359999999997,46.105
3.947873,46.124
3.947883,46.126
3.9846190000000004,45.989
3.984649,45.999
3.984659,46.001
3.986692,46.944
3.9867199999999996,46.943
3.9867310000000002,46.93
3.986739,46.929
3.986762,46.945
3.986781,46.957
3.986797,46.966
3.987777,45.883
3.987803,45.883
3.987813,45.876
3.987822,45.864
3.987844,45.868
3.988842,46.848
3.988868,46.852
3.988879,46.846
3.988902,46.861
3.989933,46.87
3.98996,46.869
3.989971,46.846
3.989979,46.836
3.990003,46.844
3.990021,46.842
3.990031,46.834
3.990048,46.833
3.990058,46.822
3.990075,46.822
3.9910300000000003,47.76
3.99106,47.77
3.99107,47.762
3.991079,47.755
3.991104,47.758
3.991122,47.758
3.9911309999999998,47.75
3.991149,47.746
3.991158,47.737
3.991167,47.729
3.991184,47.011
3.991201,47.001
3.99121,46.992
3.991228,46.988
3.991237,46.98
3.991255,46.981
3.991265,46.97
3.9912829999999997,46.98
3.991292,46.98
3.9921390000000003,46.742
3.992166,46.747
3.992192,46.756
3.9922020000000003,46.744
3.9922220000000004,46.748
3.9922310000000003,46.736
3.99224,46.726
3.992248,46.718
3.992266,46.713
3.993233,47.662
3.9932510000000003,47.663
3.9932600000000003,47.652
3.9932800000000004,47.654
3.99329,47.648
3.993298,47.635
3.9933069999999997,47.626
3.993325,47.627
3.993343,46.76
3.9933609999999997,46.75
3.994335,47.706
3.994368,47.717
3.99438,47.711
3.994405,47.72
3.994416,47.711
3.9944349999999997,47.711
3.9944450000000002,47.704
3.994453,47.69
3.994461,47.689
3.9956709999999998,48.891
3.9956970000000003,46.955
3.995707,46.941
3.995716,46.934
3.995738,46.934
3.9957559999999996,46.936
3.9957640000000003,46.928
3.995772,46.916
3.9957890000000003,46.916
3.995805,46.917
3.996758,47.85
3.996785,47.858
3.99681,47.866
3.9968209999999997,47.855
3.996829,47.845
3.996837,47.836
3.996846,47.824
3.996862,47.823
3.99688,47.834
3.997846,46.369
3.997874,46.37
3.997884,46.348
3.997893,46.338
3.997916,46.341
3.997935,46.344
3.997944,46.335
3.9979609999999997,46.331
3.9979699999999996,46.322
3.997979,46.315
3.998934,47.249
3.9989630000000003,47.252
3.998973,47.244
3.998998,47.248
3.999008,47.24
3.999017,47.232
3.9990349999999997,47.228
3.999053,47.228
3.999063,47.221
3.9990810000000003,47.216
4.001017,49.134
4.001048,49.147
4.001066,49.143
4.001101,49.16
4.001116,49.158
4.00113,49.15
4.001149,49.151
4.001168,49.153
4.001177,48.626
4.001195,48.622
4.001204,48.613
4.001221,48.608
4.001231000000001,48.6
4.001248,48.6
4.001257,48.587
4.001275,48.587
4.001284,48.579
4.001302,47.576
4.0013119999999995,47.559
4.001329,47.559
4.001339,47.547
4.001356,47.547
4.001366,47.54
4.001383,47.537
4.001393,47.529
4.001411,47.53
4.00142,47.517
4.001437,47.524
4.002199,48.278
4.002221,46.376
4.002237,46.34
4.002257999999999,46.342
4.002268,46.334
4.002286,46.33
4.002295999999999,46.322
4.002319,46.327
4.002331,46.317
4.00235,46.319
4.003312,47.265
4.003334,47.267
4.00335,47.266
4.0033710000000005,47.271
4.003381,47.26
4.003398,47.248
4.003408,47.24
4.003433,47.243
4.003442,47.242
4.004434,48.226
4.004464,47.501
4.0044960000000005,47.509
4.004507,47.502
4.004525,47.498
4.004535,47.492
4.004552,47.501
4.004562,46.437
4.0045790000000006,46.429
4.004589,46.422
4.00556,47.371
4.00559,47.384
4.005619,47.397
4.00563,47.387
4.005638,47.377
4.005657,47.388
4.005674,46.57
4.0056840000000005,46.553
4.005701,46.537
4.006681,47.5
4.006711,47.514
4.006724,46.536
4.006748,46.546
4.006759,46.549
4.007804,46.422
4.007834,46.433
4.007864,46.447
4.007875,46.437
4.007884,46.426
4.0079,46.421
4.007917,46.42
4.007926,46.41
4.007942,46.362
4.007952,46.347
4.008946,47.324
4.0089760000000005,46.477
4.009003,46.482
4.0090129999999995,46.463
4.009022,46.428
4.0090390000000005,46.425
4.009055,46.42
4.0090639999999995,46.412
4.00908,46.411
4.010058,47.367
4.010089,47.38
4.010106,47.379
4.010115,47.366
4.010123999999999,47.356
4.010147,47.362
4.010166,47.36
4.010183,47.359
4.010193,47.352
4.01021,47.347
4.0102199999999995,47.348
4.011185,48.305
4.011217,47.556
4.011252,47.566
4.011264,47.561
4.0112820000000005,47.558
4.011292,47.551
4.011309,47.553
4.011319,47.542
4.011336,47.549
4.0113449999999995,47.55
4.011363,46.6
4.011372,46.584
4.01139,46.594
4.011399,45.459
4.012313,46.349
4.012334,46.353
4.01236,46.358
4.01237,46.351
4.012388,46.353
4.012397,46.341
4.012415,46.342
4.012424,46.331
4.012442,46.326
4.013422,47.286
4.013445,47.286
4.013462,47.285
4.013471,47.278
4.01348,47.265
4.0135,47.277
4.013517,47.287
4.013535,46.474
4.013544,46.431
4.013562,46.431
4.014548,47.401
4.01458,47.412
4.014595,47.41
4.014603999999999,47.402
4.014626,47.402
4.014645,47.403
4.014655,47.405
4.014672,46.458
4.014681,46.442
4.015668,47.412
4.0156979999999995,47.421
4.015728999999999,47.435
4.01574,47.43
4.015749,47.419
4.015766999999999,47.427
4.015784,47.436
4.015793,46.434
4.015811,46.428
4.01582,46.42
4.01678,47.359
4.016801,47.363
4.016829,47.376
4.016839,47.365
4.016857,47.365
4.016866,47.356
4.016883,47.351
4.0168919999999995,47.342
4.01691,47.344
4.016919,47.33
4.017905,48.306
4.017933,48.326
4.017958999999999,47.482
4.019014,46.342
4.019047,46.353
4.019065,46.35
4.019096,46.364
4.019107,46.359
4.019126,46.356
4.019136,46.348
4.019153,46.347
4.019163,46.337
4.0191799999999995,46.336
4.01919,46.331
4.019207,46.326
4.019217,46.318
4.019234,46.319
4.0192440000000005,46.308
4.019262,46.308
4.019271,46.3
4.0192890000000006,46.296
4.019298,46.287
4.0201709999999995,47.142
4.020201,47.152
4.020232,47.166
4.020243,47.161
4.020262,47.16
4.020271,47.151
4.020289,47.152
4.0202979999999995,47.14
4.020315,47.148
4.020325,47.149
4.0396,46.202
4.039642,46.211
4.039673,46.221
4.077379,46.605
4.077433,46.628
4.077451,46.623
4.077503,46.665
4.077515999999999,46.669
4.077525,46.669
4.079524,46.692
4.0795699999999995,46.717
4.079581,46.712
4.079589,46.698
4.079617,46.707
4.079635000000001,46.716
4.079644,45.693
4.080646,46.669
4.080675,46.689
4.080687,46.694
4.0806949999999995,46.694
4.080718,46.71
4.081765000000001,46.704
4.0817939999999995,46.7
4.081805999999999,46.703
4.0818140000000005,46.704
4.083881,46.557
4.083913,46.559
4.083929,46.548
4.083955,46.553
4.083977,46.551
4.0839859999999994,46.541
4.083994,46.527
4.0840119999999995,46.522
4.084029,46.521
4.084045,46.517
4.085098,47.547
4.085164,47.595
4.0851869999999995,47.598
4.085222,47.624
4.085233000000001,47.627
4.085241,47.627
4.08525,47.629
4.085267,47.638
4.085284,47.646
4.0853019999999995,47.656
4.085311,47.658
4.085319999999999,47.659
4.0853280000000005,47.66
4.085336,47.66
4.085366,47.683
4.085384,47.693
4.085402,47.703
4.08542,47.039
4.085429,47.027
4.086277,47.852
4.086308,47.861
4.086354,47.89
4.086365,47.893
4.086384,47.905
4.086394,47.908
4.086412,47.919
4.0864210000000005,46.946
4.086439,46.932
4.086448000000001,46.92
4.087632999999999,48.083
4.087662999999999,48.097
4.087695,48.121
4.087706,48.124
4.087714,48.124
4.0877229999999996,48.125
4.08774,48.134
4.087758,47.154
4.087776,47.14
4.088753,48.098
4.088783,48.107
4.088799,48.114
4.0888230000000005,48.131
4.088833999999999,48.136
4.088842,48.136
4.088851,48.138
4.088868000000001,46.891
4.088885,46.882
4.088903,46.876
4.089877,47.828
4.089908,47.842
4.089923,47.849
4.089932,47.851
4.089955,47.867
4.089974,47.879
4.089984,46.954
4.0900110000000005,46.954
4.090022,46.948
4.090998,47.871
4.091029000000001,47.875
4.091068,47.896
4.0910839999999995,47.892
4.0911040000000005,47.904
4.091113999999999,47.907
4.091132,47.917
4.0911409999999995,47.919
4.091158999999999,47.929
4.091168,47.929
4.0911859999999995,47.938
4.091195,47.94
4.091213,47.051
4.091223,47.035
4.09124,47.044
4.09125,45.922
4.091268,45.911
4.091277,45.899
4.091295,45.895
4.092161,46.744
4.092192,46.754
4.092207999999999,46.762
4.092232,46.778
4.092242000000001,46.779
4.092261000000001,46.79
4.09227,46.793
4.092289,46.804
4.0922979999999995,46.806
4.093271,45.82
4.093292,45.813
4.093319,45.817
4.093329,45.806
4.0933459999999995,45.806
4.093356,45.795
4.093373,45.79
4.093381999999999,45.781
4.0934,45.779
4.0943950000000005,46.752
4.094427,46.767
4.094443,46.761
4.094468,46.765
4.0944780000000005,46.757
4.0944970000000005,46.767
4.094506,46.769
4.094524000000001,46.779
4.0945339999999995,46.782
4.094551,46.791
4.095519,47.75
4.095551,47.774
4.095567,47.782
4.095591000000001,47.798
4.0956019999999995,47.801
4.09562,47.81
4.095629,47.811
4.095647,47.822
4.095657,47.152
4.095674,47.145
